CDMercadoria;CDNCMSH2;Tipo Conteiner;Grupo de Mercadoria;Mercadoria;Nomenclatura Simplificada Mercadoria
8534;85;8534;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Circuito impresso;Máquinas, Aparelhos e Materiais Elétricos
8535;85;8535;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, corta-circuitos, pára-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente, caixas de;Máquinas, Aparelhos e Materiais Elétricos
8536;85;8536;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, tomadas de corrente, machos e fêmeas, suportes para lâmpada;Máquinas, Aparelhos e Materiais Elétricos
8537;85;8537;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Quadros, painéis, consolas, cabinas, armários e outros suportes, com dois ou mais aparelhos das posições 8535 ou 8536, para comando eléctrico ou distribuição de energia eléctrica, incluídos os que incorporem instrumentos ou aparelhos do Capítulo 90, assim;Máquinas, Aparelhos e Materiais Elétricos
8538;85;8538;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537;Máquinas, Aparelhos e Materiais Elétricos
8539;85;8539;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluídos os artigos denominados « faróis e projectores, em unidades seladas » e as lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco";Máquinas, Aparelhos e Materiais Elétricos
8540;85;8540;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Lâmpadas, tubos e válvulas electrónicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo: lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas rectificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmaras de tel;Máquinas, Aparelhos e Materiais Elétricos
8541;85;8541;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Díodos, transístores e dispositivos semelhantes com semicondutores; dispositivos fotossensíveis semicondutores, incluídas as células fotovoltaicas, mesmo montadas em módulos ou em painéis; díodos emissores de luz; cristais piezoelétricos montados";Máquinas, Aparelhos e Materiais Elétricos
8542;85;8542;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Circuitos integrados e microconjuntos electrónicos;Máquinas, Aparelhos e Materiais Elétricos
8543;85;8543;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Máquinas e aparelhos, elétricos, com função própria, não especificados nem compreendidos em outras posições do presente capítulo;Máquinas, Aparelhos e Materiais Elétricos
8544;85;8544;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes";Máquinas, Aparelhos e Materiais Elétricos
8545;85;8545;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Eléctrodos de carvão, escovas de carvão, carvões para lâmpadas ou para pilhas e outros artigos de grafite ou de carvão, com ou sem metal, para usos elétricos;Máquinas, Aparelhos e Materiais Elétricos
8546;85;8546;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Isoladores de qualquer matéria, para usos elétricos;Máquinas, Aparelhos e Materiais Elétricos
8547;85;8547;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Peças isolantes, inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 8546; tubos isolado";Máquinas, Aparelhos e Materiais Elétricos
8548;85;8548;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Desperdícios e resíduos de pilhas, de baterias de pilhas e de acumuladores, elétricos; pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis; partes elétricas de máquinas e aparelhos, não especificadas nem compreendidas em outras posições d";Máquinas, Aparelhos e Materiais Elétricos
8601;86;8601;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Locomotivas e locotractores, de fonte externa de electricidade ou de acumuladores elétricos;Veículos e Material Para Vias Férreas
8602;86;8602;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";"Outras locomotivas e locotractores; tênderes";Veículos e Material Para Vias Férreas
8603;86;8603;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Automotoras, mesmo para circulação urbana, exceto as da posição 8604;Veículos e Material Para Vias Férreas
8604;86;8604;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Veículos para inspeção e manutenção de vias férreas ou semelhantes, mesmo autopropulsores;Veículos e Material Para Vias Férreas
8605;86;8605;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Vagões de passageiros, furgões para bagagem, vagões-postais, e outros vagões especiais, para vias férreas ou semelhantes;Veículos e Material Para Vias Férreas
8606;86;8606;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Vagões para transporte de mercadorias sobre vias férreas;Veículos e Material Para Vias Férreas
8607;86;8607;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Partes de veículos para vias férreas ou semelhantes;Veículos e Material Para Vias Férreas
8608;86;8608;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";"Material fixo de vias férreas ou semelhantes; aparelhos de sinalização, segurança, controle ou comando para vias férreas, rodoviárias ou fluviais";Veículos e Material Para Vias Férreas
8609;86;8609;"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação";Contêineres, incluindo os de transporte de fluidos, especialmente concebidos e equipados para um ou vários meios de transporte;Veículos e Material Para Vias Férreas
8701;87;8701;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Tractores (exceto os da posição 8709);Tratores
8702;87;8702;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Veículos automóveis para o transporte de dez pessoas ou mais, incluíndo o condutor;Veículos Automóveis
8703;87;8703;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Automóveis de passageiros e outros veículos automóveis principalmente concebidos para o transporte de pessoas (exceto os da posição 8702), incluídos os veículos de uso misto (station wagons) e os automóveis de corrida;Veículos Automóveis
8704;87;8704;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Veículos automóveis para transporte de mercadorias;Veículos Automóveis
8705;87;8705;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Veículos automóveis para usos especiais (por exemplo: auto-socorros, camiões-guindastes, veículos de combate a incêndio, camiões-betoneiras, veículos para varrer, veículos para espalhar, veículos-oficinas, veículos radiológicos), exceto os concebidos pri;Veículos Automóveis
8706;87;8706;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Chassis, com motor, para veículos automóveis das posições 87.01 a 87.05;Acessórios de Veículos Automóveis
8707;87;8707;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Carroçarias para os veículos automóveis das posições 8701 a 8705, incluídas as cabinas;Acessórios de Veículos Automóveis
8708;87;8708;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Partes e acessórios dos veículos automóveis das posições 8701 a 8705;Acessórios de Veículos Automóveis
8709;87;8709;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;"Veículos automóveis sem dispositivo de elevação, dos tipos utilizados em fábricas, armazéns, portos ou aeroportos, para o transporte de mercadorias a curtas distâncias; carros-tractores dos tipos utilizados nas estações ferroviárias; suas partes";Veículos Automóveis
8710;87;8710;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;Veículos e carros blindados de combate, armados ou não, e suas partes;Veículos Automóveis
8711;87;8711;Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios;"Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais";Veículos Automóveis
