IDCarga,IDAtracacao,Origem,Destino,CDMercadoria,Tipo Operação da Carga,Carga Geral Acondicionamento,ConteinerEstado,Tipo Navegação,FlagAutorizacao,FlagCabotagem,FlagCabotagemMovimentacao,FlagConteinerTamanho,FlagLongoCurso,FlagMCOperacaoCarga,FlagOffshore,FlagTransporteViaInterioir,Percurso Transporte em vias Interiores,Percurso Transporte Interiores,STNaturezaCarga,STSH2,STSH4,Natureza da Carga,Sentido,TEU,QTCarga,VLPesoCargaBruta,Ano
30950882,1227604,RULED,BRSSZ,45G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"64,72",2022
30950883,1227604,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,22,11,"370,58",2022
30951718,1227604,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,25,2022
30964302,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1737,349",2022
30964303,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2606,023",2022
30964304,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1737,349",2022
30964305,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3474,698",2022
30964306,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3474,698",2022
30964307,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3127,228",2022
30964308,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"8686,744",2022
30964309,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"4343,372",2022
30964310,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2084,819",2022
30964311,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"485,288",2022
30964312,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"727,932",2022
30964313,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"485,288",2022
30964314,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"970,576",2022
30964315,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"970,576",2022
30964316,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"873,518",2022
30964317,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2426,439",2022
30964318,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1213,219",2022
30964319,1228392,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"582,345",2022
30964397,1228404,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1005,771",2022
30964398,1228404,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1005,771",2022
30964399,1228404,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7040,4",2022
30964400,1228404,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2916,737",2022
30964401,1228405,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"5226,035",2022
30964402,1228405,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2090,414",2022
30964403,1228405,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3135,621",2022
30964404,1228405,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3135,621",2022
30964465,1228448,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"296,549",2022
30964466,1228448,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"296,549",2022
30964467,1228448,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"311,284",2022
30964468,1228448,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"222,412",2022
30964469,1228448,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"222,412",2022
30964470,1228448,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"281,814",2022
30964471,1228449,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"278,425",2022
30964472,1228449,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"278,425",2022
30964473,1228449,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"292,26",2022
30964474,1228449,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"208,819",2022
30964475,1228449,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"208,819",2022
30964476,1228449,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"264,591",2022
30964525,1228458,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,20,20,"451,255",2022
30995760,1232311,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,46,23,"737,03",2022
30995761,1232311,RULED,BRSSZ,45G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"114,49",2022
30995762,1232311,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,24,12,"406,14",2022
30995800,1232311,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,17,17,"422,35",2022
30995801,1232311,RULED,BRSSZ,22G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,15,15,"368,67",2022
30995802,1232311,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,90,45,"1444,1",2022
30995803,1232311,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,100,50,"1676,7",2022
30995845,1232311,RULED,BRSSZ,45G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"60,72",2022
30995846,1232311,RULED,BRSSZ,45G1,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"13,96",2022
30996829,1232311,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,5,5,125,2022
30996913,1232314,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,12,12,300,2022
30996914,1232314,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,44,22,"659,82",2022
30996915,1232314,RULED,BRSSZ,45G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"107,5",2022
30996916,1232314,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,12,6,"196,04",2022
30996960,1232314,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"124,57",2022
30997029,1232314,RULED,BRSSZ,22G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,2,50,2022
30997030,1232314,RULED,BRSSZ,42G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"49,94",2022
30997031,1232314,RULED,BRSSZ,42G1,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"30,44",2022
30997032,1232314,RULED,BRSSZ,45G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,26,13,"342,54",2022
30997033,1232314,RULED,BRSSZ,45G1,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,18,9,"225,12",2022
30997034,1232314,RULED,BRSSZ,45R1,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"30,86",2022
30998025,1232314,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,3,3,75,2022
30998131,1232316,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,128,64,"2158,949",2022
30998132,1232316,RULED,BRSSZ,45G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,22,11,"353,97",2022
30998133,1232316,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,58,29,"989,569",2022
30998165,1232316,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,18,18,450,2022
30998166,1232316,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,148,74,"2491,22",2022
30998167,1232316,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,116,58,"1944,39",2022
30999040,1232316,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"24,78",2022
30999043,1232316,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,2,50,2022
31006306,1232336,RU006,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,35,2022
31006307,1232336,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,140,2022
31008004,1232338,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"22,9",2022
31008005,1232338,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"61,35",2022
31008032,1232338,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"5,44",2022
31008146,1232338,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,52,2022
31008207,1232339,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,10,"252,313",2022
31008208,1232339,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"7,962",2022
31008217,1232339,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,5,5,"126,4",2022
31008218,1232339,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"60,19",2022
31008635,1232339,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"26,375",2022
31008636,1232339,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,88,44,"1501,636",2022
31014479,1232346,RUNVS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"22,1",2022
31014539,1232346,UAODS,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,40,20,"631,15",2022
31016643,1232404,RUNVS,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,18,9,"196,001",2022
31016657,1232404,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,2,"65,475",2022
31018545,1232407,RUNVS,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,56,28,"843,811",2022
31018596,1232407,UAODS,BRSSZ,22G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"121,33",2022
31022729,1232412,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,26,13,"331,626",2022
31022741,1232412,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,10,"289,725",2022
31022742,1232412,UAODS,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"119,9",2022
31023193,1232412,RUNVS,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,54,27,"877,36",2022
31031862,1232432,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"114,863",2022
31031880,1232432,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,3,3,"70,162",2022
31032334,1232432,UAODS,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,35,2022
31032764,1232435,RUVVO,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"29,553",2022
31033788,1232437,UAODS,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"31,375",2022
31043435,1232614,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7425,025",2022
31043436,1232614,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7425,025",2022
31043437,1232614,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7793,956",2022
31043438,1232614,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"5568,769",2022
31043439,1232614,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"5568,769",2022
31043440,1232614,RUMMK,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7056,095",2022
31043514,1232628,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Compartilhado,Granel Sólido,Desembarcados,0,0,"3658,11",2022
31043551,1232638,RUMMK,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"21208,082",2022
31043552,1232638,RUMMK,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3801,449",2022
31043553,1232638,RUMMK,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"10554,07",2022
31066283,1233674,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,24,12,"370,064",2022
